date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:32:50	11053/11053	---MCZ	200	added ('OK')	text/css	date:Sun,%2024%20Mar%202024%2013:36:35%20GMT	https://elfbarbrasil.com/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min.css?ver=3.20.1	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min78fb.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:32:50	4722/4722	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/bootstrap-light.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/bootstrap-light.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:32:50	49935/49935	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/base.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/base.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:32:50	503/503	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/widget-nav.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/widget-nav.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:32:51	4229/4229	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/blog-base.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/blog-base.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:32:51	913/913	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/page-search-results.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/page-search-results.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:32:51	4302/4302	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/int-elem-base.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/int-elem-base.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:32:51	5762/5762	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/int-elementor-pro.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/int-elementor-pro.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:32:51	6976/6976	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woocommerce-base.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woocommerce-base.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:32:52	535/535	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/mod-star-rating.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/mod-star-rating.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:32:52	1151/1151	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-el-track-order.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-el-track-order.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:32:52	2322/2322	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-mod-block-notices.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-mod-block-notices.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:32:52	374/374	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-widget-active-filters.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-widget-active-filters.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:32:52	915/915	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-shop-predefined.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-shop-predefined.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:32:53	796/796	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-shop-el-products-per-page.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-shop-el-products-per-page.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:32:53	483/483	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-shop-page-title.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-shop-page-title.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:32:53	460/460	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-mod-shop-loop-head.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-mod-shop-loop-head.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:32:53	1167/1167	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-shop-el-order-by.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-shop-el-order-by.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:32:54	348/348	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-shop-opt-without-title.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-shop-opt-without-title.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:32:54	382/382	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/opt-carousel-disable.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/opt-carousel-disable.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:32:54	10835/10835	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/header-base.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/header-base.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:32:54	4812/4812	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/mod-tools.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/mod-tools.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:32:54	2766/2766	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/header-el-base.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/header-el-base.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:32:55	90/90	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/header-el-mobile-nav-dropdown.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/header-el-mobile-nav-dropdown.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:32:55	1002/1002	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/header-el-search.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/header-el-search.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:32:55	1008/1008	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/header-el-cart-side.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/header-el-cart-side.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:32:55	1557/1557	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-mod-quantity.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-mod-quantity.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:32:56	2095/2095	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/header-el-cart.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/header-el-cart.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:32:56	5754/5754	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-widget-shopping-cart.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-widget-shopping-cart.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:32:56	1013/1013	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-widget-product-list.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-widget-product-list.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:32:56	536/536	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/header-el-my-account-dropdown.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/header-el-my-account-dropdown.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:32:56	2032/2032	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-mod-login-form.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-mod-login-form.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:32:57	353/353	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/header-el-my-account.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/header-el-my-account.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:32:57	3337/3337	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/opt-off-canvas-sidebar.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/opt-off-canvas-sidebar.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:32:57	367/367	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-shop-el-filters-area.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-shop-el-filters-area.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:32:57	2646/2646	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-opt-bordered-product.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-opt-bordered-product.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:32:58	231/231	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-opt-title-limit.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-opt-title-limit.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:32:58	5923/5923	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-product-loop.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-product-loop.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:32:58	6970/6970	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-prod-loop-fw-button.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-prod-loop-fw-button.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:32:58	1652/1652	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-mod-add-btn-replace.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-mod-add-btn-replace.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:32:58	1185/1185	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/mod-more-description.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/mod-more-description.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:32:59	772/772	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-categories-loop-default-old.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-categories-loop-default-old.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:32:59	1368/1368	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-categories-loop-old.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-categories-loop-old.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:32:59	961/961	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-opt-stretch-cont.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-opt-stretch-cont.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:32:59	195/195	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-opt-products-bg.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-opt-products-bg.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:33:00	210/210	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-opt-products-shadow.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-opt-products-shadow.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:33:00	355/355	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/mod-sticky-loader.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/mod-sticky-loader.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:33:00	1029/1029	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-mod-product-labels.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-mod-product-labels.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:33:00	66/66	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-mod-product-labels-rect.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/woo-mod-product-labels-rect.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:33:00	872/872	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/opt-widget-collapse.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/opt-widget-collapse.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:33:01	1073/1073	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/footer-base.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/footer-base.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:33:01	2939/2939	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/el-accordion.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/el-accordion.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:33:01	740/740	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/opt-scrolltotop.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/opt-scrolltotop.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:33:01	2025/2025	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/wd-search-results.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/wd-search-results.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:33:02	1565/1565	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/wd-search-form.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/wd-search-form.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
15:33:02	2047/2047	---MCZ	200	added ('OK')	text/css	date:Sat,%2027%20Apr%202024%2014:31:41%20GMT	https://elfbarbrasil.com/wp-content/themes/woodmart/css/parts/opt-bottom-toolbar.min.css?ver=7.4.3	C:/Os%20meus%20Sites/1001%20noites/elfbarbrasil.com/wp-content/themes/woodmart/css/parts/opt-bottom-toolbar.min9e2d.css	(from https://elfbarbrasil.com/?s=ew9000&post_type=product)
